taxon_name	CON_18018_1	CON_18018_2	CON_18018_3	CON_18018_5	CON_18018_6	CON_19007_1	CON_19007_2	CON_19009_1	CON_19009_2	CON_19010_1	CON_19011_1	CON_19012_1	CON_19016_1	CON_19017_1	CON_19018_1	CON_19019_1	CON_19020_1	CON_19021_1	CON_19024_1	CON_19027_1	CON_19028_1	CON_19029_1	CON_19031_1	CON_19032_1	CON_19033_1	CON_19034_1	CON_19035_1	CON_19036_1	CON_19037_1	CON_19041_1	CON_19042_1	DCA_18002_1	DCA_18002_4	DCA_18002_5	DCA_18002_8	DCA_18003_1	DCA_18003_4	DCA_18003_5	DCA_18003_7	DCA_18019_2	DCA_18019_3	DCA_18019_4	DCA_18019_5	DCA_18021_11	DCA_18021_3	DCA_18021_4	DCA_18021_5	DCA_18021_6	DCA_18021_7	DCA_18021_8	DCA_18021_9	DCA_18024_1	DCA_18024_3	DCA_18024_4	DCA_18024_5	DCA_19001_1	DCA_19001_3	DCA_19001_4	DCA_19001_5	DCA_19014_1	DCA_19014_3	DCA_19014_4	DCA_19023_1	DCA_19023_3	DCA_19023_4	DCA_19026_1	DCA_19026_3	DCA_19026_4	DC_18001_1	DC_18004_1	DC_18004_4	DC_18004_5	DC_18004_6	DC_18005_1	DC_18005_4	DC_18005_5	DC_18005_6	DC_18006_2	DC_18006_4	DC_18006_5	DC_18006_6	DC_18007_1	DC_18007_4	DC_18007_5	DC_18008_1	DC_18008_4	DC_18008_5	DC_18008_6	DC_18009_1	DC_18009_3	DC_18009_6	DC_18009_8	DC_18011_1	DC_18011_4	DC_18011_5	DC_18011_6	DC_18012_1	DC_18012_10	DC_18012_14	DC_18012_16	DC_18012_2	DC_18012_7	DC_18012_8	DC_18012_9	DC_18020_2	DC_18020_3	DC_18020_4	DC_18022_1	DC_18022_11	DC_18022_12	DC_18022_2	DC_18022_5	DC_18022_6	DC_18022_7	DC_18022_8	DC_18026_1	DC_18026_3	DC_18026_4	DC_18026_5	DC_18029_1	DC_18029_3	DC_18029_4	DC_18029_6	DC_19030_1	sum	pre	
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__norank_o__RF39; g__norank_f__norank_o__RF39	0	0	0	0	0	136	2	24	112	44	0	0	0	0	3	39	38	71	20	0	13	73	0	0	0	35	25	187	162	42	111	20	117	141	69	190	10	259	13	19	8	94	41	0	4	161	28	0	0	37	8	24	1	0	8	122	0	6	23	3	15	94	11	70	11	5	1	4	30	7	0	13	19	23	40	13	7	0	44	125	112	47	135	69	3	13	4	45	0	0	0	0	0	0	0	27	0	0	0	36	0	0	0	0	38	17	31	0	0	0	0	0	0	0	0	0	0	8	19	38	0	43	41	1	3802	0.5%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__UCG-002	0	0	0	0	0	0	0	16	53	50	0	0	22	0	12	7	40	0	43	0	0	120	0	0	48	116	28	69	202	76	26	0	0	0	0	0	0	0	0	34	23	75	33	0	11	195	128	112	61	147	28	130	171	71	15	45	32	0	0	11	71	211	99	128	0	0	0	0	0	4	0	9	0	18	3	0	33	19	20	19	27	12	27	31	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	19	16	0	33	65	0	0	0	0	0	62	39	130	142	41	166	17	54	0	3796	0.49%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas	24	46	71	62	80	22	8	59	34	24	74	36	45	81	24	62	7	52	48	78	63	32	95	37	38	0	31	31	0	18	23	14	0	46	47	100	0	0	82	11	6	0	5	14	17	0	10	14	12	14	16	13	0	5	30	48	59	59	29	38	21	36	39	84	72	13	0	17	0	62	16	13	108	0	0	0	0	0	0	0	0	0	0	4	0	9	19	13	0	31	0	0	76	16	0	15	99	52	26	0	119	46	36	0	6	19	25	51	28	14	49	62	38	32	31	9	19	10	7	0	27	27	40	0	3530	0.46%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus	0	0	0	0	0	257	0	29	130	235	0	52	43	0	205	0	57	20	19	0	70	161	0	13	27	217	25	29	145	82	32	28	43	54	17	35	24	157	0	0	15	20	15	0	3	45	36	0	16	0	37	7	3	21	0	0	13	0	214	64	18	8	83	14	69	5	41	8	0	8	0	0	4	0	0	0	0	11	7	9	31	11	32	0	0	37	30	0	0	0	0	0	0	0	0	12	0	0	0	35	0	0	0	0	62	0	0	0	0	7	0	0	3	0	0	11	0	10	14	36	16	16	7	15	3385	0.44%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__unclassified_f__Oscillospiraceae	0	4	0	6	0	36	0	1	8	0	0	0	23	0	18	5	33	11	1	0	0	10	0	0	11	0	8	10	14	32	76	89	152	135	196	54	99	196	0	5	23	16	8	0	7	37	30	4	8	2	5	41	12	3	0	0	5	0	0	47	33	44	74	7	68	61	77	86	22	11	0	33	31	20	33	0	101	16	20	42	40	81	0	100	80	147	49	82	0	0	4	11	0	0	17	0	0	0	0	312	1	0	0	0	3	9	8	0	9	0	1	0	0	0	0	8	11	10	19	0	27	2	0	55	3346	0.44%
d__Bacteria; k__norank_d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	106	83	60	68	139	12	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	208	180	172	155	103	172	75	98	2	61	72	81	37	69	26	87	67	90	95	268	142	217	0	23	4	6	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3170	0.41%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1	0	0	0	2	0	4	0	0	0	31	0	0	12	0	33	35	64	77	0	0	0	77	0	5	0	14	32	88	48	46	95	0	0	0	17	20	8	24	7	0	156	0	73	0	26	18	68	26	139	23	14	115	7	49	16	44	26	0	0	10	80	32	53	0	0	10	0	0	0	14	19	0	0	1	0	178	13	157	46	55	82	27	25	104	0	28	0	11	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	50	0	24	0	95	146	0	0	0	0	0	0	4	38	51	110	32	43	16	0	3110	0.41%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__unclassified_f__Pseudonocardiaceae	26	29	0	20	28	32	15	16	37	23	34	37	38	34	12	46	12	31	19	29	0	12	16	46	34	16	28	13	0	11	12	2	0	18	2	0	4	0	11	122	48	70	78	41	54	14	53	62	109	45	64	43	24	24	51	89	88	44	55	10	0	4	9	18	15	44	26	50	0	0	0	0	5	8	0	0	4	0	0	0	0	0	4	0	0	3	4	0	11	0	0	13	11	0	12	39	23	30	36	0	5	12	16	24	37	98	38	12	46	46	12	20	32	42	22	27	32	37	48	9	23	25	46	48	3057	0.4%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	4	8	5	0	0	12	0	7	68	0	0	0	0	0	0	84	44	0	8	0	4	16	0	26	39	42	56	19	0	123	0	16	0	11	0	204	2	20	0	202	7	6	216	16	63	260	57	12	6	0	0	86	0	4	5	47	70	0	24	0	87	106	0	103	0	0	0	0	7	0	0	0	0	8	6	5	0	22	0	0	0	0	0	15	0	0	0	0	0	0	0	0	11	0	0	25	0	5	10	0	5	9	31	0	78	8	24	27	2	10	13	7	9	9	0	41	0	6	65	253	0	0	3	0	2909	0.38%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__NK4A214_group	0	0	0	0	0	2	0	6	48	45	0	0	0	0	26	16	20	0	21	0	17	55	0	3	18	88	23	24	93	105	71	14	11	12	23	20	2	20	0	14	68	45	75	0	26	129	153	27	17	42	10	141	85	8	12	36	9	16	6	40	42	127	45	54	40	0	0	0	0	0	0	0	0	5	5	4	4	0	11	18	15	17	16	10	5	12	7	0	0	0	0	0	0	0	0	14	44	0	0	0	53	0	0	4	45	35	0	0	0	11	0	0	0	0	0	28	15	82	82	69	75	24	28	2	2790	0.36%
d__Bacteria; k__norank_d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	72	87	94	23	126	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	100	78	104	149	132	141	38	69	11	42	58	50	66	77	35	60	75	90	93	141	293	213	0	8	0	0	0	0	0	5	0	0	14	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2725	0.36%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Thermoactinomycetales; f__Thermoactinomycetaceae; g__Thermoactinomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	74	72	60	38	127	8	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	162	128	130	110	92	119	70	112	18	54	40	25	38	60	39	72	99	52	81	118	145	151	19	14	0	0	0	0	9	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2558	0.33%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__unclassified_f__Xanthobacteraceae	9	11	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	57	83	78	42	77	15	68	0	6	0	0	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	113	125	146	61	69	122	64	63	62	15	42	45	76	34	68	41	66	95	83	57	71	137	150	18	34	12	0	9	0	0	3	0	0	29	13	0	0	0	0	12	0	0	0	0	5	0	15	3	0	0	0	0	0	0	0	0	2504	0.33%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylobacterium-Methylorubrum	44	51	34	27	27	0	25	0	2	8	19	9	18	0	3	5	0	0	0	0	3	14	0	15	0	13	10	0	0	7	0	35	0	15	105	4	17	0	16	30	63	15	5	66	55	11	12	31	21	26	22	24	26	28	24	0	7	22	11	0	0	0	0	6	5	28	23	14	26	39	38	16	18	37	12	0	0	5	0	8	0	3	11	8	0	4	114	0	0	0	14	0	49	46	30	39	37	65	59	0	43	86	59	61	20	35	28	26	26	33	22	32	28	73	27	17	12	17	9	0	0	8	22	16	2479	0.32%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__unclassified_f__Oxalobacteraceae	0	0	0	48	0	12	0	0	154	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	215	0	118	31	21	4	17	14	17	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	328	0	181	317	0	0	3	0	0	31	25	64	4	0	0	18	14	4	0	16	20	18	0	19	25	0	0	0	0	0	55	0	0	0	59	0	0	95	50	0	0	0	0	65	0	71	0	0	75	0	0	0	62	51	0	0	0	0	0	0	36	0	0	0	2445	0.32%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae_RC9_gut_group	0	0	0	0	0	0	0	8	69	5	0	0	0	0	0	7	29	22	10	0	0	37	0	4	0	19	0	50	28	171	36	0	0	0	0	0	1	0	0	0	44	43	15	0	4	84	57	21	0	25	0	7	13	0	0	30	0	0	0	0	55	29	25	70	17	1	0	0	0	0	0	111	120	166	66	44	55	9	54	47	84	29	77	67	56	8	11	21	0	0	0	0	2	0	0	1	10	0	0	0	0	5	0	2	78	50	18	0	7	0	8	0	0	0	0	0	0	17	10	63	85	19	0	3	2439	0.32%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0	0	0	0	2	0	0	0	0	0	0	0	8	0	13	15	0	14	0	0	0	53	6	156	0	0	0	0	0	0	0	37	78	60	36	32	84	25	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	82	115	97	94	11	103	38	97	0	52	53	46	28	35	0	59	123	85	0	55	61	88	0	23	0	0	0	0	0	14	0	0	0	0	0	4	0	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	42	0	2201	0.29%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__p-251-o5; g__norank_f__p-251-o5	0	0	0	0	0	0	0	0	220	54	0	0	0	0	18	0	30	15	13	0	0	61	0	15	0	11	0	81	119	88	48	0	0	0	0	0	0	0	0	0	44	105	53	0	19	90	46	11	0	70	0	0	29	0	0	152	0	0	8	29	0	95	100	35	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	62	34	0	0	0	0	0	0	0	0	0	0	0	0	15	193	52	57	49	0	2161	0.28%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Anoxybacillus	5	11	0	6	16	0	153	0	0	5	15	14	0	0	0	14	20	0	9	14	0	8	0	0	0	9	0	8	6	34	0	0	0	19	0	0	0	0	0	272	10	15	15	22	6	120	15	9	16	0	5	20	10	13	194	0	0	13	9	0	0	0	16	61	0	0	9	4	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	18	0	9	0	20	7	10	15	0	0	9	0	0	0	14	461	49	25	19	12	0	14	0	5	50	4	78	5	20	3	0	13	11	10	2128	0.28%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter	0	0	0	0	0	195	20	0	17	0	0	0	38	0	58	8	91	0	0	17	9	12	0	0	11	7	27	0	10	52	84	17	46	33	55	22	39	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	59	0	0	66	104	56	0	19	22	0	0	0	0	0	98	0	33	108	0	49	76	0	157	37	90	69	0	0	0	0	0	4	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	2124	0.28%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Monoglobales; f__Monoglobaceae; g__Monoglobus	0	0	0	0	0	0	2	1	26	23	0	9	0	12	7	0	13	16	12	0	0	0	0	0	0	12	22	24	54	189	22	42	16	26	63	61	26	127	9	0	6	46	22	0	14	18	59	9	0	17	11	9	70	6	4	0	0	4	0	0	108	73	6	28	8	4	0	0	49	5	5	10	21	20	114	72	52	2	0	0	18	4	18	14	0	38	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	5	46	0	0	0	0	0	0	1	0	6	0	7	2	57	46	27	21	0	2065	0.27%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia	49	80	39	69	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	16	19	22	8	2	32	8	6	7	0	5	0	0	0	0	8	0	2	4	2	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	35	47	23	32	25	24	17	0	15	6	14	14	18	9	15	13	16	9	20	13	41	24	75	73	62	0	76	97	56	0	35	92	64	70	0	0	3	56	6	0	53	67	52	57	74	0	1	0	0	0	0	0	0	0	2007	0.26%
d__Bacteria; k__norank_d__Bacteria; p__Chloroflexi; c__KD4-96; o__norank_c__KD4-96; f__norank_o__norank_c__KD4-96; g__norank_f__norank_o__norank_c__KD4-96	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	60	52	15	8	32	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	159	99	81	87	35	94	48	63	15	35	47	27	19	44	29	80	62	47	42	150	194	119	0	22	13	4	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1952	0.25%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia	0	0	0	0	0	97	11	0	27	0	0	0	38	0	75	0	23	0	0	19	16	16	0	0	0	0	69	0	19	61	32	70	44	96	88	44	23	149	13	0	22	0	0	5	10	0	0	0	4	0	0	0	0	0	0	0	0	0	37	0	0	0	41	0	15	84	150	147	5	0	0	0	0	0	14	0	6	0	0	8	0	70	39	0	35	9	14	30	13	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	89	1942	0.25%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__norank_o__Gaiellales; g__norank_f__norank_o__Gaiellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	53	73	63	30	23	68	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	148	106	122	95	79	74	32	66	1	24	40	56	27	35	32	42	72	45	39	130	137	132	0	28	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	1937	0.25%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	2	0	0	0	0	0	0	0	7	0	0	13	3	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	1	27	55	68	17	97	175	25	119	138	225	154	51	129	199	38	37	106	0	0	0	0	28	3	6	0	13	0	0	113	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1925	0.25%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_AC2044_group	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	85	0	42	33	55	28	0	0	0	0	0	0	0	0	24	0	35	23	0	66	54	48	65	0	22	6	60	62	10	0	34	25	0	0	122	161	105	0	44	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	15	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	14	72	13	0	19	9	0	0	0	0	0	0	0	25	34	71	91	60	45	0	1919	0.25%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Bosea	24	36	28	30	57	16	14	20	9	0	25	21	19	24	22	33	4	17	30	43	0	23	38	0	15	0	17	17	0	11	5	10	11	0	5	0	5	0	11	0	10	9	0	34	23	8	8	19	23	15	12	10	10	23	12	0	27	19	16	24	8	10	12	7	27	0	10	11	0	19	23	7	16	6	11	6	0	0	3	0	7	0	6	0	0	0	13	15	9	11	14	11	21	27	32	17	42	30	37	0	29	41	51	21	9	0	15	26	22	19	20	24	18	33	14	10	4	16	16	7	18	0	21	7	1851	0.24%
d__Bacteria; k__norank_d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter	0	0	0	0	0	37	27	0	0	0	0	0	0	0	0	0	51	0	0	6	0	0	0	0	0	0	0	0	0	0	12	39	16	7	40	0	18	24	20	0	18	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	49	38	66	6	13	21	9	12	20	14	97	111	87	64	70	93	40	60	139	72	34	46	70	42	0	9	15	62	14	31	0	11	0	0	0	3	14	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	54	1824	0.24%
d__Bacteria; k__norank_d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__Candidatus_Saccharimonas	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	40	0	43	44	112	103	154	115	169	39	8	0	30	0	0	8	0	37	0	0	0	0	0	0	0	0	6	0	0	0	0	0	10	0	0	8	0	15	13	76	33	7	6	12	10	120	131	31	8	17	52	44	50	49	55	0	6	0	10	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	20	11	0	0	0	0	0	0	0	0	0	0	0	0	2	28	0	13	0	18	1793	0.23%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__norank_f__Ruminococcaceae	0	0	0	0	0	23	19	4	11	23	0	0	0	0	4	0	28	18	0	8	0	16	0	0	0	0	8	0	21	12	14	75	0	14	46	53	57	72	4	4	13	14	0	0	0	26	69	4	41	29	15	2	1	7	0	35	24	0	0	0	7	26	68	6	0	21	37	27	10	8	7	9	11	19	22	17	20	0	0	32	12	40	6	9	37	0	20	0	0	0	0	0	0	0	16	3	0	0	0	46	8	11	0	0	12	1	42	0	2	18	0	0	0	0	0	4	0	30	9	35	15	96	2	42	1677	0.22%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia	0	0	0	0	0	43	39	15	19	47	0	0	0	0	0	0	13	0	0	124	34	16	0	0	0	0	0	0	12	22	219	0	0	7	0	0	0	12	3	0	0	0	0	2	0	13	0	1	0	0	0	10	0	7	0	0	0	0	0	0	7	0	0	0	0	200	120	169	0	0	0	11	0	0	0	8	110	0	3	0	0	0	14	14	4	11	0	0	0	0	0	7	0	0	0	0	21	0	0	29	0	5	0	0	0	0	13	0	0	5	1	0	0	0	0	0	0	2	0	0	15	0	4	188	1619	0.21%
d__Bacteria; k__norank_d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__norank_o__Chloroplast; g__norank_f__norank_o__Chloroplast	55	51	45	42	28	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	3	0	4	0	7	0	0	0	0	0	24	94	34	32	0	0	0	70	0	4	0	0	0	0	0	0	2	0	34	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	8	0	0	86	27	44	64	7	13	34	9	0	0	0	0	10	1	0	0	0	10	8	0	4	15	4	0	76	7	5	3	27	108	27	0	0	8	106	89	0	10	0	38	0	0	32	42	19	48	51	0	0	0	0	0	0	0	0	0	1587	0.21%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Romboutsia	0	0	0	0	0	0	2	0	0	0	0	21	0	0	39	19	30	0	0	27	0	44	0	0	0	0	0	35	0	40	32	9	27	15	45	29	40	89	6	0	23	15	0	7	20	0	80	23	54	41	28	16	0	35	7	0	0	0	17	17	0	0	0	0	39	16	8	0	17	15	26	15	15	23	17	41	0	0	35	42	50	26	48	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	10	25	0	0	0	0	0	14	13	10	21	46	0	0	0	5	1564	0.2%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0	11	0	0	26	0	23	0	0	0	0	0	63	0	0	8	0	0	0	0	0	8	4	0	0	53	0	0	0	0	11	0	3	0	0	2	11	0	67	66	81	14	28	34	67	38	45	60	47	32	9	10	12	0	0	0	0	28	13	0	0	39	0	0	0	27	17	12	0	0	11	3	0	3	0	0	0	0	18	0	11	4	0	2	0	0	0	0	5	13	26	24	58	6	0	26	0	17	0	0	0	30	0	28	8	0	26	8	97	13	22	13	0	0	18	18	0	10	0	0	0	0	12	0	1499	0.2%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__norank_f__Oscillospiraceae	0	0	0	0	0	73	16	0	13	19	0	0	0	0	28	0	31	0	17	0	0	23	0	0	0	8	13	0	19	27	22	30	48	0	48	26	0	0	0	1	0	0	0	0	0	15	8	0	0	0	0	0	0	0	0	0	0	0	40	0	7	10	40	11	0	52	102	55	0	0	0	2	0	0	4	0	46	0	24	101	47	101	18	5	100	0	38	0	0	0	0	0	0	0	0	4	0	0	0	91	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	0	0	0	56	1459	0.19%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	1437	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1454	0.19%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	24	45	24	17	33	7	25	0	0	0	9	0	0	0	10	11	0	0	0	0	0	0	10	31	0	0	13	0	0	0	0	0	3	15	0	0	0	0	14	15	26	0	9	42	23	0	15	29	26	19	9	21	10	14	30	0	0	14	10	14	0	4	0	0	0	22	13	27	3	0	5	0	12	27	10	0	3	0	0	0	0	0	0	0	12	10	0	14	15	10	7	9	15	14	0	21	0	61	31	0	0	30	56	53	13	35	16	17	31	11	15	28	20	55	32	27	5	13	6	0	0	0	13	15	1453	0.19%
