taxon_name	CON_18018_1	CON_18018_2	CON_18018_3	CON_18018_4	CON_18018_5	CON_18018_6	CON_19007_1	CON_19007_2	CON_19009_1	CON_19009_2	CON_19010_1	CON_19011_1	CON_19012_1	CON_19016_1	CON_19017_1	CON_19018_1	CON_19019_1	CON_19020_1	CON_19021_1	CON_19024_1	CON_19027_1	CON_19028_1	CON_19029_1	CON_19031_1	CON_19032_1	CON_19033_1	CON_19034_1	CON_19035_1	CON_19036_1	CON_19037_1	CON_19041_1	CON_19042_1	DCA_18002_1	DCA_18003_1	DCA_18019_2	DCA_18021_3	DCA_18021_4	DCA_18024_1	DCA_19001_1	DCA_19014_1	DCA_19023_1	DCA_19026_1	DC_18001_1	DC_18004_1	DC_18005_1	DC_18006_2	DC_18007_1	DC_18008_1	DC_18009_1	DC_18011_1	DC_18012_1	DC_18012_2	DC_18020_2	DC_18022_1	DC_18022_2	DC_18026_1	DC_18029_1	DC_19030_1	sum	pre	
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0	0	0	113	0	2	0	0	0	0	0	0	0	8	0	13	15	0	14	0	0	0	53	6	156	0	0	0	0	0	0	0	37	32	0	0	0	0	0	0	0	0	133	82	11	0	28	59	55	23	0	0	4	3	0	0	0	0	847	0.24%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Monoglobales; f__Monoglobaceae; g__Monoglobus	0	0	0	0	0	0	0	2	1	26	23	0	9	0	12	7	0	13	16	12	0	0	0	0	0	0	12	22	24	54	189	22	42	61	0	14	18	9	0	0	6	4	49	5	20	2	4	0	0	0	0	0	60	0	0	6	57	0	801	0.22%
d__Bacteria; k__norank_d__Bacteria; p__Chloroflexi; c__KD4-96; o__norank_c__KD4-96; f__norank_o__norank_c__KD4-96; g__norank_f__norank_o__norank_c__KD4-96	0	0	0	153	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	8	0	0	0	2	0	0	0	0	100	159	35	15	19	80	150	22	0	0	0	0	0	0	0	0	789	0.22%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia	49	80	39	23	69	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	22	8	0	0	4	0	0	0	0	0	43	32	0	14	15	20	75	76	35	0	56	53	0	0	0	784	0.22%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Thermoactinomycetales; f__Thermoactinomycetaceae; g__Thermoactinomyces	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	38	0	0	0	0	0	0	0	0	25	162	92	18	38	72	118	14	0	0	0	0	0	0	0	0	756	0.21%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__norank_o__Gaiellales; g__norank_f__norank_o__Gaiellales	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	53	23	0	0	0	0	0	0	0	0	27	148	79	1	27	42	130	28	0	0	0	0	0	3	0	0	755	0.21%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__norank_f__Oscillospiraceae	0	0	0	0	0	0	73	16	0	13	19	0	0	0	0	28	0	31	0	17	0	0	23	0	0	0	8	13	0	19	27	22	30	26	1	0	15	0	0	0	40	52	0	0	0	0	101	100	0	0	0	0	2	0	0	0	5	56	737	0.21%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__p-2534-18B5_gut_group; g__norank_f__p-2534-18B5_gut_group	0	0	0	0	0	0	0	0	26	22	0	0	0	33	0	0	0	21	69	24	0	6	38	0	0	0	49	7	27	37	11	115	0	0	23	13	13	27	32	0	9	0	0	0	39	10	6	0	0	0	0	0	27	0	0	28	22	0	734	0.2%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__norank_f__Ruminococcaceae	0	0	0	5	0	0	23	19	4	11	23	0	0	0	0	4	0	28	18	0	8	0	16	0	0	0	0	8	0	21	12	14	75	53	4	0	26	2	35	0	68	21	10	8	19	0	40	37	0	0	0	8	12	0	0	4	35	42	713	0.2%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellaceae_UCG-001	0	0	0	0	7	0	0	30	0	126	0	0	0	0	0	3	0	74	0	0	0	0	8	0	0	0	12	0	12	60	23	9	2	0	0	13	17	0	0	7	22	62	0	0	8	26	26	48	1	0	0	0	5	0	0	1	31	50	683	0.19%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	0.18%
d__Bacteria; k__norank_d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter	0	0	0	0	0	0	37	27	0	0	0	0	0	0	0	0	0	51	0	0	6	0	0	0	0	0	0	0	0	0	0	12	39	0	0	4	0	0	0	0	10	49	6	13	20	87	40	72	42	62	11	3	0	0	0	0	0	54	645	0.18%
d__Bacteria; k__norank_d__Bacteria; p__unclassified_k__norank_d__Bacteria; c__unclassified_k__norank_d__Bacteria; o__unclassified_k__norank_d__Bacteria; f__unclassified_k__norank_d__Bacteria; g__unclassified_k__norank_d__Bacteria	2	0	5	80	7	6	5	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	56	21	0	0	0	0	0	0	0	150	17	17	33	26	0	87	38	16	2	3	8	1	0	5	0	608	0.17%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__norank_f__Erysipelotrichaceae	0	0	0	0	0	0	0	0	8	8	0	0	0	2	0	0	55	0	35	31	0	0	22	0	0	0	44	25	0	21	21	21	0	5	0	26	46	3	33	39	0	0	0	0	0	0	12	0	0	0	0	0	85	0	3	0	58	5	608	0.17%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum	46	68	59	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	42	0	0	0	27	106	34	53	0	45	62	0	0	0	601	0.17%
d__Bacteria; k__norank_d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__norank_o__Chloroplast; g__norank_f__norank_o__Chloroplast	55	51	45	2	42	28	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	3	0	4	0	7	0	0	0	0	0	24	0	0	0	0	0	0	7	0	8	86	27	13	0	1	0	4	76	27	0	0	38	32	0	0	0	591	0.16%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Family_XIII_AD3011_group	0	0	0	0	0	0	13	0	0	31	12	0	0	0	0	0	7	32	10	0	14	0	30	0	0	0	21	19	30	73	25	70	0	19	16	0	11	0	20	0	41	0	0	0	0	0	2	0	0	0	0	0	31	0	0	9	51	0	587	0.16%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Romboutsia	0	0	0	0	0	0	0	2	0	0	0	0	21	0	0	39	19	30	0	0	27	0	44	0	0	0	0	0	35	0	40	32	9	29	0	20	0	16	0	17	0	16	17	15	23	0	26	0	0	0	0	0	32	0	0	14	46	5	574	0.16%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Flectobacillus	50	40	42	24	82	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	15	21	0	8	13	21	46	13	23	0	46	52	0	0	0	563	0.16%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__unclassified_o__Bacteroidales; g__unclassified_o__Bacteroidales	0	0	0	3	0	0	0	0	9	74	3	0	0	0	0	0	0	22	21	2	0	0	0	0	0	20	0	10	11	79	16	58	0	0	7	0	8	2	26	28	29	0	0	3	0	18	0	0	0	0	0	0	55	0	0	5	52	0	561	0.16%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0	11	0	11	0	26	0	23	0	0	0	0	0	63	0	0	8	0	0	0	0	0	8	4	0	0	53	0	0	0	0	11	0	2	66	67	38	10	0	0	0	27	0	0	3	0	4	0	5	58	0	0	8	8	22	18	0	0	554	0.15%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__unclassified_f__Streptomycetaceae	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	26	0	0	0	0	0	0	0	0	0	79	99	29	46	49	77	0	0	0	0	0	0	0	0	0	550	0.15%
d__Bacteria; k__norank_d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__norank_f__Desulfovibrionaceae	0	0	0	0	0	0	4	25	0	0	4	0	0	14	0	4	0	57	0	0	0	0	0	0	0	0	0	35	0	0	0	83	51	0	0	0	0	0	0	0	4	75	0	16	0	21	34	40	2	23	10	0	0	0	0	0	0	45	547	0.15%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	2	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	6	0	0	68	25	154	199	0	28	13	6	0	0	0	0	0	13	545	0.15%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__unclassified_f__Prevotellaceae	0	0	0	0	0	0	0	6	0	66	18	0	0	0	0	0	0	84	38	30	0	5	35	0	0	0	0	0	27	26	29	13	5	0	6	2	0	1	50	0	0	12	0	0	9	0	10	0	0	0	0	0	15	0	0	0	32	18	537	0.15%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__F082; g__norank_f__F082	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	7	0	0	0	0	17	0	0	0	0	0	31	82	223	0	0	0	5	0	12	0	106	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	535	0.15%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	24	45	24	13	17	33	7	25	0	0	0	9	0	0	0	10	11	0	0	0	0	0	0	10	31	0	0	13	0	0	0	0	0	0	15	23	0	21	0	14	0	22	3	0	27	0	0	12	15	15	0	0	13	17	15	27	0	15	526	0.15%
d__Bacteria; k__norank_d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__Candidatus_Saccharimonas	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	40	0	43	154	8	8	0	0	6	0	0	0	76	33	10	8	50	0	0	0	0	0	20	0	0	0	28	18	518	0.14%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Dubosiella	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	511	0.14%
d__Bacteria; k__norank_d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Gastranaerophilales; f__norank_o__Gastranaerophilales; g__norank_f__norank_o__Gastranaerophilales	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	44	0	17	0	0	2	0	0	0	0	0	20	19	60	18	0	0	6	0	44	13	28	0	11	0	0	3	0	20	13	97	0	0	0	0	27	0	0	0	24	4	487	0.14%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium	12	0	0	4	15	13	0	26	0	0	0	2	0	32	0	0	0	0	0	0	0	0	0	27	0	0	94	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	7	69	3	0	13	0	0	104	0	7	0	3	14	18	0	0	477	0.13%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus	16	32	28	31	21	27	0	12	0	0	10	0	0	6	17	0	0	5	0	0	0	0	8	0	0	12	15	9	2	0	0	0	6	0	0	19	7	10	0	13	0	7	0	16	9	3	0	11	37	21	0	0	16	27	19	0	0	3	475	0.13%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__unclassified_f__Chitinophagaceae	0	26	31	14	24	33	10	17	0	0	0	0	18	8	20	12	0	0	17	0	9	0	12	0	0	0	0	13	0	0	0	0	1	0	42	32	0	0	0	0	0	0	0	6	15	0	0	0	19	6	0	0	0	31	18	26	0	11	471	0.13%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Eubacterium_siraeum_group	0	2	0	0	0	0	0	0	1	41	9	0	0	21	0	26	8	24	11	2	0	0	5	0	7	10	6	4	16	20	28	12	8	0	0	0	42	0	0	0	0	15	0	0	0	0	0	0	11	0	0	0	38	0	0	16	37	21	441	0.12%
d__Bacteria; k__norank_d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__norank_o__Acidobacteriales; g__norank_f__norank_o__Acidobacteriales	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	16	0	0	0	0	0	0	0	0	13	56	38	4	20	11	62	31	0	0	0	0	0	0	0	0	412	0.11%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__unclassified_f__Micrococcaceae	0	0	19	23	28	34	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	12	0	0	0	0	9	0	0	6	0	13	0	19	0	0	0	0	0	8	0	24	62	25	16	18	0	52	0	0	0	0	29	0	0	0	0	408	0.11%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__unclassified_o__Burkholderiales; g__unclassified_o__Burkholderiales	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	70	0	42	0	0	0	0	0	63	5	0	0	0	17	0	0	113	43	0	0	0	0	0	383	0.11%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Enhydrobacter	16	63	12	10	18	49	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	13	0	16	0	3	56	5	21	8	29	34	0	0	1	381	0.11%
d__Bacteria; k__norank_d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Sneathia	4	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	5	136	0	0	0	376	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Oscillibacter	1	0	0	0	0	0	35	11	4	0	19	0	0	9	0	19	0	26	0	8	0	0	10	0	0	0	11	0	7	0	21	14	13	0	0	0	0	0	0	0	0	39	0	0	0	0	49	23	0	0	0	0	16	0	0	0	8	29	372	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Blastomonas	31	23	41	0	54	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	6	25	0	13	0	0	15	0	43	17	26	0	0	13	0	0	0	366	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Vibrionimonas	31	31	0	14	29	0	0	19	0	0	14	10	0	0	0	0	10	0	0	10	0	0	0	0	37	0	0	0	9	0	6	0	0	0	0	0	9	19	0	17	0	23	0	0	0	0	0	0	0	0	0	0	22	0	28	0	6	15	359	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__norank_f__Xanthobacteraceae	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	4	107	0	26	0	0	0	0	0	0	0	351	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium	17	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	12	8	10	0	0	3	0	0	0	3	0	0	0	0	4	0	0	43	16	0	0	0	12	0	0	0	342	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__unclassified_f__Sphingomonadaceae	0	6	13	70	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	6	0	0	11	0	0	0	0	0	3	0	7	15	0	0	22	69	6	0	0	0	0	0	0	0	5	314	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_xylanophilum_group	0	0	0	0	0	0	11	17	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	16	0	0	0	0	0	0	62	76	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	94	313	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__norank_o__Subgroup_2; g__norank_f__norank_o__Subgroup_2	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	0	0	0	0	0	0	0	0	0	74	28	12	0	16	60	0	0	0	0	0	0	0	0	0	310	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__norank_f__67-14	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0	0	54	36	17	0	3	0	40	0	0	0	4	0	0	0	0	0	308	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium	5	0	9	0	11	22	5	27	8	0	0	8	0	0	26	0	5	0	0	0	2	0	0	3	0	0	4	0	5	3	1	0	20	0	0	11	13	4	0	9	0	16	0	0	0	0	0	0	0	44	0	0	9	19	15	3	0	0	307	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41	8	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0	22	19	50	0	0	19	83	0	0	0	0	0	0	0	0	0	305	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia	0	0	0	0	0	0	14	48	0	0	0	0	0	0	0	0	0	44	0	0	0	0	5	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	78	0	4	28	2	27	0	0	0	0	0	3	0	0	0	0	28	292	0.08%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__norank_o__Rhodospirillales; g__norank_f__norank_o__Rhodospirillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	150	0	0	0	0	0	0	0	0	0	0	284	0.08%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__norank_f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	95	0	0	0	0	42	0	0	25	0	2	0	0	0	0	0	73	281	0.08%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	15	0	0	0	0	0	0	0	0	12	49	22	0	5	10	80	5	0	0	0	0	0	1	0	0	278	0.08%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__unclassified_f__Christensenellaceae	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	31	74	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	7	0	278	0.08%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__IMCC26256; f__norank_o__IMCC26256; g__norank_f__norank_o__IMCC26256	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	101	43	24	4	3	13	34	0	0	0	0	0	0	0	0	0	274	0.08%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__unclassified_f__Micromonosporaceae	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	0	98	12	17	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0.08%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	14	18	0	13	19	48	0	100	0	0	0	0	0	0	0	269	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__norank_o__Vicinamibacterales; g__norank_f__norank_o__Vicinamibacterales	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	13	0	0	0	0	0	0	0	0	30	37	27	0	0	0	62	0	0	0	0	1	0	0	0	0	261	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio	0	0	0	0	0	0	11	15	0	0	0	0	0	0	0	0	0	16	4	0	0	0	7	0	0	0	0	0	0	0	0	0	26	22	0	0	0	0	0	0	0	25	10	0	3	0	12	0	6	17	0	6	0	0	0	0	5	71	256	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Anaerorhabdus_furcosa_group	0	0	0	0	0	0	0	0	16	8	0	0	0	0	0	0	0	7	25	44	0	0	9	0	0	0	10	3	12	0	33	4	0	0	10	18	12	0	18	0	0	0	0	0	3	0	0	0	0	0	0	0	14	0	0	0	6	0	252	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	36	0	0	0	0	0	0	0	10	0	64	93	9	2	0	8	0	0	0	251	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus	36	23	0	0	9	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	25	0	0	0	41	0	18	40	0	0	0	250	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__UCG-010; g__norank_f__UCG-010	5	3	0	0	0	0	0	0	0	10	2	0	0	0	0	6	0	2	1	1	0	0	9	0	0	0	9	0	9	9	37	2	2	7	2	0	42	20	0	7	9	0	0	1	5	0	7	0	1	0	7	0	21	0	0	0	3	5	244	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__unclassified_c__Gammaproteobacteria; f__unclassified_c__Gammaproteobacteria; g__unclassified_c__Gammaproteobacteria	0	0	104	1	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	50	0	0	0	0	0	0	6	242	0.07%
